ID,levels_complete,len_levels_complete
190,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith']",15
191,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '8level:locked in', '209level:lock', '210level:two doors', '166level:burglary', '15level:novice locksmith', '236level:changeless', '136level:jelly throne', '30level:crab storage', '205level:float', '211level:submerged ruins', '314level:sunken temple', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '68level:wireless connection', '319level:research facility', '310level:poem', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores']",40
192,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '314level:sunken temple', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison']",37
193,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '211level:submerged ruins', '310level:poem', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '219level:boiling river', '37level:tiny pond', '41level:tiny isle', '68level:wireless connection', '319level:research facility', '238level:hop', '239level:jump', '235level:rocky road']",41
194,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '166level:burglary', '136level:jelly throne', '30level:crab storage', '210level:two doors', '5level:off limits', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '65level:prison', '318level:dungeon', '199level:fragility', '52level:tunnel vision', '58level:a present for you']",33
195,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '37level:tiny pond', '7level:catch the thief!', '107level:assembly team', '319level:research facility', '68level:wireless connection', '65level:prison', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '238level:hop', '221level:grand stream', '194level:haunt', '220level:crate square']",47
196,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '219level:boiling river', '173level:...bridges?', '41level:tiny isle', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '56level:walls of gold', '33level:love is out there', '71level:perilous gang', '66level:renovating', '246level:toolshed', '57level:patrol', '85level:canyon', '9level:empty', '238level:hop']",50
197,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '52level:tunnel vision', '58level:a present for you', '211level:submerged ruins', '314level:sunken temple', '37level:tiny pond', '68level:wireless connection', '65level:prison', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '66level:renovating', '9level:empty', '219level:boiling river', '173level:...bridges?', '41level:tiny isle', '318level:dungeon', '134level:dim signal', '209level:lock', '15level:novice locksmith', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '56level:walls of gold', '71level:perilous gang', '72level:double moat', '239level:jump', '221level:grand stream', '194level:haunt', '235level:rocky road', '62level:telephone', '220level:crate square', '36level:ghost friend', '26level:ghost guard', '137level:not there', '35level:leaf chamber', '107level:assembly team', '210level:two doors', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '7level:catch the thief!', '319level:research facility', '215level:evaporating river', '238level:hop', '199level:fragility']",63
198,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '2level:still out of reach', '3level:out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '166level:burglary', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '211level:submerged ruins', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '219level:boiling river', '173level:...bridges?', '319level:research facility', '68level:wireless connection', '65level:prison', '85level:canyon', '98level:victory in the open', '248level:supermarket', '151level:concrete goals', '160level:catch', '70level:skeletal door', '239level:jump', '138level:even less there', '174level:dead end', '307level:scenic pond', '308level:deep pool', '9level:empty', '11level:lonely flag', '13level:babas are you', '201level:horror story', '80level:please hold my key', '111level:aiming high', '112level:trio', '216level:platformer', '226level:the pit', '115level:heavy words', '315level:lovely house', '324level:existential crisis', '134level:dim signal', '318level:dungeon', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '72level:double moat', '56level:walls of gold', '129level:further fields', '41level:tiny isle', '215level:evaporating river', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '36level:ghost friend', '26level:ghost guard', '35level:leaf chamber', '77level:literacy', '29level:broken playground', '269level:fetching', '137level:not there', '66level:renovating', '246level:toolshed', ""34level:baba doesn't respond"", '69level:keep out!', '57level:patrol']",92
199,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors']",18
200,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '238level:hop']",29
202,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '5level:off limits', '6level:grass yard', '20level:icy waters', '90level:volcano', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility']",32
204,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '93level:brick wall', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '219level:boiling river', '173level:...bridges?', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '65level:prison', '318level:dungeon', '238level:hop', '239level:jump', '199level:fragility', '68level:wireless connection', '134level:dim signal', '221level:grand stream', '194level:haunt', '36level:ghost friend', '220level:crate square', '77level:literacy', '35level:leaf chamber', '52level:tunnel vision', '58level:a present for you']",48
205,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '93level:brick wall', '211level:submerged ruins', '15level:novice locksmith', '6level:grass yard', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '219level:boiling river', '173level:...bridges?', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there', '71level:perilous gang', '94level:thicket']",40
206,"['0level:baba is you', '1level:where do i go?', '3level:out of reach', '5level:off limits', '189level:now what is this?', '2level:still out of reach', '90level:volcano', '6level:grass yard', '20level:icy waters', '212level:turns', '4level:pillar yard']",11
207,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '219level:boiling river', '7level:catch the thief!', '238level:hop']",27
208,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '210level:two doors', '30level:crab storage', '166level:burglary', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building']",27
209,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '310level:poem']",19
210,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '8level:locked in', '15level:novice locksmith', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '205level:float', '310level:poem', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility']",31
211,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall']",13
212,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '211level:submerged ruins', '5level:off limits', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '173level:...bridges?', '37level:tiny pond']",33
213,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '5level:off limits', '6level:grass yard', '90level:volcano', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '8level:locked in', '236level:changeless', '136level:jelly throne', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '238level:hop']",32
215,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '166level:burglary', '136level:jelly throne', '30level:crab storage', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '211level:submerged ruins', '314level:sunken temple', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '68level:wireless connection', '37level:tiny pond', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key""]",41
216,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '6level:grass yard', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '219level:boiling river', '211level:submerged ruins', '314level:sunken temple', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '69level:keep out!', ""34level:baba doesn't respond"", '191level:moving floor', '193level:crumbling floor', '315level:lovely house', '148level:tour', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '134level:dim signal', '41level:tiny isle', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '238level:hop', '239level:jump', '221level:grand stream', '194level:haunt', '62level:telephone', '137level:not there', '174level:dead end', '220level:crate square', '77level:literacy', '215level:evaporating river', '80level:please hold my key', '201level:horror story', '66level:renovating', '246level:toolshed', '57level:patrol', '85level:canyon', '98level:victory in the open', '65level:prison', '318level:dungeon', '129level:further fields', '235level:rocky road', '26level:ghost guard', '35level:leaf chamber', '29level:broken playground', '36level:ghost friend', '138level:even less there', '324level:existential crisis']",77
217,"['1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building']",24
218,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters']",9
219,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '36level:ghost friend', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '72level:double moat', '56level:walls of gold', '9level:empty', '11level:lonely flag', '13level:babas are you', '201level:horror story', '80level:please hold my key', '111level:aiming high']",54
220,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '219level:boiling river', '107level:assembly team', '173level:...bridges?', '7level:catch the thief!', '37level:tiny pond']",34
221,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '314level:sunken temple']",23
222,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",26
223,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '4level:pillar yard', '10level:affection', '93level:brick wall', '8level:locked in', '236level:changeless', '136level:jelly throne', '209level:lock', '15level:novice locksmith', '166level:burglary']",19
224,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!']",29
225,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility']",32
226,"['0level:baba is you', '1level:where do i go?', '199level:fragility', '52level:tunnel vision', '58level:a present for you', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '66level:renovating', '9level:empty', '11level:lonely flag', '13level:babas are you', '201level:horror story', '59level:condition', '94level:thicket', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '210level:two doors', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '37level:tiny pond', '68level:wireless connection', '219level:boiling river', '238level:hop', '221level:grand stream', '194level:haunt', '62level:telephone', '220level:crate square', '36level:ghost friend', '137level:not there', '174level:dead end', '160level:catch']",55
227,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '90level:volcano', '2level:still out of reach', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '211level:submerged ruins', '166level:burglary', '219level:boiling river', '173level:...bridges?', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '65level:prison', '318level:dungeon', '215level:evaporating river', '68level:wireless connection', '134level:dim signal', '238level:hop', '221level:grand stream', '235level:rocky road', '194level:haunt', '220level:crate square', '239level:jump']",45
228,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!']",24
229,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '314level:sunken temple', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '270level:backstage', '146level:torn apart', '145level:trick door', '176level:trapped', '122level:tunnel', '266level:pillarwork', '307level:scenic pond', '41level:tiny isle', '56level:walls of gold', '72level:double moat', '129level:further fields', '59level:condition', '94level:thicket', '242level:sorting facility', '124level:relaxing spot', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '36level:ghost friend', '26level:ghost guard', '137level:not there', '174level:dead end', '138level:even less there', '77level:literacy', '269level:fetching', '70level:skeletal door', '29level:broken playground', '148level:tour']",62
230,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '211level:submerged ruins', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '233level:tiny pasture', '248level:supermarket', '9level:empty', '80level:please hold my key', '201level:horror story', '11level:lonely flag', '324level:existential crisis', '13level:babas are you', '111level:aiming high', '112level:trio', '68level:wireless connection', '65level:prison', '219level:boiling river', '134level:dim signal', '318level:dungeon', '59level:condition', '94level:thicket', '242level:sorting facility', '124level:relaxing spot', '319level:research facility', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '238level:hop', '221level:grand stream', '239level:jump', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '137level:not there', '66level:renovating', '246level:toolshed', ""34level:baba doesn't respond"", '57level:patrol', '85level:canyon', '98level:victory in the open', '315level:lovely house', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage']",73
232,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '90level:volcano', '5level:off limits', '2level:still out of reach', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '310level:poem', '93level:brick wall', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there', '238level:hop']",32
233,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?']",3
234,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '37level:tiny pond', '173level:...bridges?', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '36level:ghost friend']",31
235,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '199level:fragility', '52level:tunnel vision', '58level:a present for you']",38
